fleet_size,occupancy_threshold,load_threshold
8,2.444880522608132,0.9971845381217667
16,1.962026130747624,0.9941434447411143
32,1.5956393946536538,1.0105925624482575
64,1.3436974728357671,0.9927522302043957
128,1.1580469631246875,0.9592528202558837
