load,relative_distance,sigma
0.0999846187718284,1.1476823623830723,0.1
0.1498814409740078,1.1450436160528512,0.1
0.1979691969422709,1.1400241094972263,0.1
0.2463330703615155,1.1312868162712266,0.1
0.2966210648301909,1.1230692616262177,0.1
0.3478274468281526,1.1145803232906464,0.1
0.3992430161483232,1.1031655068151784,0.1
0.4485082974771616,1.095119312659012,0.1
0.4977739981730401,1.0864505850551258,0.1
0.5501839107962225,1.073500196254628,0.1
0.5995956079738496,1.0597975570696638,0.1
0.6503547422722032,1.046030440687208,0.1
0.7020384691063273,1.030487654013459,0.1
0.7536389488096314,1.0125686913805043,0.1
0.8032188979117906,0.9925883786949254,0.1
0.8519043349397378,0.970601669611554,0.1
0.9017609443387096,0.9478404031754124,0.1
0.9510878016158372,0.9249532137635674,0.1
1.000043985112688,0.9008892348884217,0.1
1.0497743175213643,0.8749062588544261,0.1
1.0985717300769844,0.8496951286257238,0.1
1.1475859216526938,0.8243087958770006,0.1
1.1967040240818352,0.7987490643775664,0.1
1.2450268552245558,0.7754068325142218,0.1
1.4959911916530058,0.6621880234984657,0.1
1.7449626548851416,0.5721152795764817,0.1
1.9939225892026136,0.5014366837803976,0.1
2.2407397537570457,0.4462696428994633,0.1
2.4899717165754045,0.401610987523728,0.1
2.7328425658144684,0.3659193590253416,0.1
2.980288606852638,0.3355379736380831,0.1
3.2241507222098886,0.3101591973078053,0.1
3.4669832990704035,0.2884351938667049,0.1
3.7146547258997695,0.2692040240046208,0.1
3.952445672488765,0.2530079051966633,0.1
0.0959433671721474,1.2651783708509412,0.2
0.1445487027811207,1.2610185325241696,0.2
0.1936151913949227,1.2526083757445357,0.2
0.2417668271743574,1.2436838044911354,0.2
0.2903101286504764,1.2281263415134605,0.2
0.3371013506847134,1.2168613958434098,0.2
0.3847871259680217,1.1990452157168456,0.2
0.4317464973779769,1.1889344634349273,0.2
0.4783759150803382,1.178785638581168,0.2
0.5285784059217711,1.1634921472392277,0.2
0.5777608695111334,1.1486167828027456,0.2
0.6265317934485491,1.1349845531327534,0.2
0.6759723876921515,1.1124701789824902,0.2
0.7264282907817452,1.0901234822454768,0.2
0.7730857545879971,1.0639861288752877,0.2
0.8209064220806676,1.0382536327728276,0.2
0.8693114330490354,1.011943157989638,0.2
0.917563560812698,0.9829948259769636,0.2
0.9687605324817092,0.955280452902642,0.2
1.0169184591059095,0.9225766084497178,0.2
1.0660501262631883,0.8913110519899653,0.2
1.1123732139236842,0.865492153380409,0.2
1.1606651800259702,0.835635485428047,0.2
1.2113543654200016,0.807299280546622,0.2
1.4564950689665257,0.6831854536565414,0.2
1.6935487071653033,0.5901087761740825,0.2
1.92919099684752,0.5183462023531287,0.2
2.162991794512942,0.4623226045224909,0.2
2.398177398303232,0.416983331052792,0.2
2.6266849471498523,0.3807080103325959,0.2
2.8599490762732382,0.3496565754601082,0.2
3.097460910925315,0.3228450749686027,0.2
3.3288875012657466,0.3004006592652256,0.2
3.5529234035437782,0.2814583615854409,0.2
3.780260426136599,0.2645320394029025,0.2
0.1107056056100361,1.6415547596008304,0.3
0.1661082165133184,1.631601890226438,0.3
0.2219139179180984,1.6162449783352937,0.3
0.2780735397162832,1.5839794234296642,0.3
0.3345064761169467,1.5513921627556069,0.3
0.3893988226535128,1.516283504420866,0.3
0.445810050113878,1.477062834113977,0.3
0.5004140969517327,1.4450239708487014,0.3
0.5544867186031296,1.4046005288790702,0.3
0.6128996581762315,1.3573826220074543,0.3
0.6705410117132534,1.304244619328221,0.3
0.7262378374635995,1.25395845430301,0.3
0.7832476360146836,1.1957897126715629,0.3
0.8409157214745862,1.135121208220056,0.3
0.8946251160725363,1.083498490118333,0.3
0.949814830832152,1.0317543167802712,0.3
1.0055053633601112,0.980729568491158,0.3
1.0601709367804075,0.935374542051991,0.3
1.119239818611427,0.8891585746458296,0.3
1.1749309916968014,0.8485865744415911,0.3
1.2309076474791498,0.8111574176019741,0.3
1.2833471974166195,0.7786555383640416,0.3
1.3389090604447842,0.7466991964169303,0.3
1.3952617342274296,0.7166341430745359,0.3
1.6746819325405875,0.5971283146782048,0.3
1.938957294503304,0.5157411165448937,0.3
2.19902645648526,0.4547466889499439,0.3
2.459669001386435,0.4065587684506869,0.3
2.7162525804367053,0.3681542751960222,0.3
2.9741408417011894,0.3362315550019502,0.3
3.2308582542315976,0.3095152808670129,0.3
3.4912702579646866,0.2864286996169045,0.3
3.7371744229830486,0.2675818377248206,0.3
4.000714300986723,0.249955364159186,0.3
4.240311096355999,0.2358317532077708,0.3
